Material_ID|Material_Name|Type|Unit_Price|Stock_Initial|Supplier_ID|Total_Stock_Value|Arrival Date|Carbon_Footprint_per_Unit_kgCO2e|Transport_Distance_km|Recycled_Packaging|Water_Consumption_per_Unit_liters
M154|Gomme de guar|Produit laitier|185.8|398|SUPPLIER_26|73948.4|10/26/2023|796|400|Non|3980
M077|Beurre de cacao|Produit laitier|392.14|890|SUPPLIER_60|349004.6|9/15/2023|1780|180|Oui|8900
M475|Extrait de vanille|Produit laitier|125.71|723|SUPPLIER_67|90888.33|9/18/2023|1446|150|Non|7230
M226|Extrait de vanille|Produit laitier|306.82|887|SUPPLIER_3|272149.34|10/14/2023|1774|500|Oui|8870
M190|Chocolat en poudre|Ingrédient|325.03|466|SUPPLIER_26|151463.98|10/31/2023|466|250|Non|1398
M083|Concentré de fraise|Produit laitier|392.75|653|SUPPLIER_55|256465.75|9/24/2023|1306|100|Non|6530
M235|Sirop de glucose|Produit laitier|68.5|740|SUPPLIER_38|50690|9/14/2023|1480|500|Non|7400
M497|Arômes naturels|Produit laitier|97.89|232|SUPPLIER_31|22710.48|9/24/2023|464|180|Non|2320
M402|Extrait de vanille|Produit laitier|405.2|786|SUPPLIER_36|318487.2|9/19/2023|1572|150|Oui|7860
M087|Lait frais entier|Ingrédient|361.91|192|SUPPLIER_71|69486.72|9/26/2023|192|250|Oui|576
M249|Lait frais entier|Produit laitier|133.87|656|SUPPLIER_44|87818.72|9/5/2023|1312|400|Non|6560
M0x|Chocolat en poudre|||96j||4763g|9/21/2023|1932||Non|966z
M291|Sirop de glucose|Produit laitier|224.71|898|SUPPLIER_12|201789.58|10/22/2023|1796|180|Oui|8980
M295|Colorant alimentaire|Produit laitier|453.81|779|SUPPLIER_79|353517.99|10/22/2023|1558|120|Oui|7790
M405|Chocolat en poudre|Ingrédient|150.56|385|SUPPLIER_36|57965.6|9/12/2023|385|150|Oui|1155
M249|Stabilisants|Produit laitier|495.49|642|SUPPLIER_7|318104.58|10/16/2023|1284|200|Oui|6420
M237|Concentré de fraise|Ingrédient|95.23|784|SUPPLIER_1|74660.32|9/25/2023|784|50|Oui|2352
M274|Extrait de vanille|Produit laitier|475.59|914|SUPPLIER_35|434689.26|10/9/2023|1828|200|Non|9140
M148|Poudre de lait écrémé|Ingrédient|448.07|592|SUPPLIER_30|265257.44|9/8/2023|592|500|Oui|1776
M144|Lait frais entier|Ingrédient|310.9|986|SUPPLIER_83|306547.4|9/28/2023|986|120|Oui|2958
M400|Beurre de cacao|Ingrédient|347.61|404|SUPPLIER_2|140434.44|10/4/2023|404|100|Non|1212
M193||Produitb|||SUPPLIER_43|20827.17|2023-f|23n|40u|Non|1170
M278|Poudre de lait écrémé|Produit laitier|326.84|455|SUPPLIER_67|148712.2|10/22/2023|910|150|Non|4550
M433|Ferments lactiques|Produit laitier|290.06|981|SUPPLIER_80|284548.86|9/17/2023|1962|50|Non|9810
M176|Levure sèche|Produit laitier|408|190|SUPPLIER_15|77520|10/16/2023|380|180|Oui|1900
M076|Colorant alimentaire|Produit laitier|62.81|222|SUPPLIER_35|13943.82|9/20/2023|444|180|Non|2220
M309|Fruits mélangés|Ingrédient|59.44|471|SUPPLIER_3|27996.24|10/23/2023|471|100|Non|1413
M291||Produit laitier|168u|85d|SUPPLIER_39||2023-v|1714|||
M448|Arômes naturels|Ingrédient|195.28|632|SUPPLIER_26|123416.96|10/28/2023|632|300|Non|1896
|||||||||250|Na|
M460|Ferments lactiques|Produit laitier|387.88|724|SUPPLIER_42|280825.12|10/6/2023|1448|250|Oui|7240
M1d|Sucre blanc|Produitn|146.8||SUPPLIER_72||2023-w||200|Ol|
M018|Concentré de fraise|Produit laitier|139.84|590|SUPPLIER_19|82505.6|9/9/2023|1180|500|Oui|5900
|Fromage râpé|Produiti||396||72194.76||79i|||3960
M118|Stabilisants|Ingrédient|208.56|315|SUPPLIER_20|65696.4|10/1/2023|315|180|Oui|945
M263|Concentré de fraise|Produit laitier|365.13|825|SUPPLIER_5|301232.25|10/24/2023|1650|500|Non|8250
M284|Gomme de guar|Produit laitier|313.76|811|SUPPLIER_47|254459.36|9/29/2023|1622|150|Oui|8110
M334|Beurre de cacao|Ingrédient|225.16|776|SUPPLIER_39|174724.16|9/26/2023|776|200|Non|2328
M082|||||||2023-s|73s|||221v
M167|Chocolat en poudre|Ingrédient|424.67|120|SUPPLIER_66|50960.4|10/5/2023|120|180|Non|360
M326|Poudre de lait écrémé|Ingrédient|432.66|772|SUPPLIER_58|334013.52|10/17/2023|772|150|Non|2316
M284|Amidon modifié|Produit laitier|478.27|293|SUPPLIER_54|140133.11|10/2/2023|586|500|Oui|2930
|||||SUPPLIER_82||||250|Oui|3670
|Lait frau|Produitb|493l|32y|SUPPLIER_6|||652|50s||
M249|Ferments lactiques|Ingrédient|158.59|133|SUPPLIER_8|21092.47|9/4/2023|133|500|Non|399
M486|Amidon modifié|Ingrédient|358.11|417|SUPPLIER_7|149331.87|10/31/2023|417|500|Non|1251
M232|Amidon modifié|Produit laitier|389.39|587|SUPPLIER_42|228571.93|9/12/2023|1174|300|Oui|5870
|Amidon modifié||460.34|856|SUPPLIER_30|||||Nk|256k
M025|Sucre blanc|Produit laitier|451.39|262|SUPPLIER_28|118264.18|9/17/2023|524|400|Oui|2620
||Produit laitier||92g|SUPPLIER_9|||1850|500|Ne|9250
M490|Sirop de glucose|Ingrédient|406.04|797|SUPPLIER_31|323613.88|10/4/2023|797|400|Non|2391
M103|Sel iodé|Ingrédient|256.8|674|SUPPLIER_19|173083.2|9/2/2023|674|400|Oui|2022
|Arômes naturels|Ingréa|272x|241|SUPPLIER_70|6567w|2023-g|24c|12q|Non|
|Crème pasteurisée|||575|||10/21/2023|575||Oui|172r
M178|Sirop de glucose|Ingrédient|387.79|668|SUPPLIER_44|259043.72|10/2/2023|668|50|Oui|2004
M022|Ferments lactiques|Ingrédient|189.78|591|SUPPLIER_51|112159.98|10/5/2023|591|120|Non|1773
M154|Gomme de guar|Ingrédient|120.45|623|SUPPLIER_45|75040.35|9/30/2023|623|180|Non|1869
M108|Concentré de fraise|Produit laitier|220.04|630|SUPPLIER_73|138625.2|10/4/2023|1260|100|Non|6300
|Fromagi|Ingréx||42o|SUPPLIER_53||2023-x|429|15j||
M2p|Ferments lactiques|Ingrédient||12n|SUPPLIER_27|||||Oui|
M325|Crème pasteurisée|Ingrédient|222.26|613|SUPPLIER_32|136245.38|9/3/2023|613|400|Non|1839
M372|Amidon modifié|Ingrédient|207.82|596|SUPPLIER_10|123860.72|10/8/2023|596|180|Non|1788
M270||Ingrédient||809|||2023-p|80m|||
M198|Lait frais entier|Produit laitier|64.33|839|SUPPLIER_26|53972.87|9/8/2023|1678|180|Non|8390
|Gomme h||||SUPPLIER_37|||199|150||59b
M082|Crème pasteurisée|Produit laitier|168.23|938|SUPPLIER_74|157799.74|9/4/2023|1876|180|Non|9380
M2x||Ingrén|||SUPPLIER_27||10/8/2023||18v|Ob|289i
M218|Colorant alimentaire|Produit laitier|456.06|510|SUPPLIER_60|232590.6|9/21/2023|1020|400|Oui|5100
M1x||||754|||||||
||Produit laitier|231.97|26r|SUPPLIER_22|61935.99||||Non|267v
M126|Chocolat en poudre|Produit laitier|355.7|164|SUPPLIER_8|58334.8|9/12/2023|328|200|Oui|1640
M444|Gomme de guar|Ingrédient|494.71|333|SUPPLIER_71|164738.43|9/29/2023|333|400|Oui|999
|||||SUPPLIER_67||10/10/2023|||Non|1863
||Produitm||19h|SUPPLIER_34|6425z||38r|||
M036|Sirop de glucose|Ingrédient|341.96|674|SUPPLIER_10|230481.04|9/8/2023|674|180|Oui|2022
M373|Amidon w|Produity|359.83|27m|SUPPLIER_22|98233.59|2023-w|546|||
|Poudre de lait écrémé||68.62||SUPPLIER_69|||1440|||
||Ingrédient||83a||204053|2023-x||||2514
M084|Colorant alimentaire|Ingrédient|454.22|393|SUPPLIER_29|178508.46|9/21/2023|393|400|Non|1179
||Produito|||||10/9/2023||30s|Non|446z
|Sucreh||164.82|748||||149h|300|Non|7480
M429|Amidon modifié|Produit laitier|93.31|315|SUPPLIER_11|29392.65|9/11/2023|630|180|Oui|3150
M101|Colorant alimentaire|Ingrédient|347.1|232|SUPPLIER_74|80527.2|10/23/2023|232|300|Non|696
M2p|||112.25||SUPPLIER_77|59829.25|2023-d|533|||
M128|Concentré de fraise|Produit laitier|85.81|533|SUPPLIER_53|45736.73|9/9/2023|1066|100|Non|5330
|Fruits i|Ingrédient|243v|54n||1332u|||12l||1638
||||414||5247r|||||
|||308x|||||935|||280i
M179|Crème pasteurisée|Produit laitier|446.44|800|SUPPLIER_26|357152|9/13/2023|1600|100|Oui|8000
M033|Gomme de guar|Ingrédient|394.03|766|SUPPLIER_82|301826.98|10/3/2023|766|300|Non|2298
M344|Levure sèche|Ingrédient|305.39|463|SUPPLIER_13|141395.57|9/19/2023|463|100|Non|1389
M112|Eau déminéralisée|Produit laitier|359.44|585|SUPPLIER_7|210272.4|9/9/2023|1170|400|Non|5850
M431|Concentré de fraise|Ingrédient|58.12|678|SUPPLIER_68|39405.36|9/25/2023|678|250|Oui|2034
M181|Amidon modifié|Produit laitier|157.7|432|SUPPLIER_8|68126.4|9/27/2023|864|180|Non|4320
M291|Arômes naturels|Produit laitier|204.55|671|SUPPLIER_26|137253.05|9/29/2023|1342|400|Non|6710
M339|Poudre de u|Ingréc|15h|74y||1182t|10/10/2023|740|||
M417||Ingréz||716|SUPPLIER_30|2651q|2023-u|71g||Oui|214a
|||59.59|94r|SUPPLIER_45||||||
M461|Concentré de fraise|Produit laitier|55.27|943|SUPPLIER_70|52119.61|9/24/2023|1886|200|Non|9430
M264|Stabilisants|Produit laitier|353.75|665|SUPPLIER_45|235243.75|10/22/2023|1330|250|Non|6650
||Ingrédient|234h|146|||10/1/2023|146|150||
M295|Amidon modifié|Produit laitier|270.3|673|SUPPLIER_39|181911.9|9/7/2023|1346|250|Non|6730
M355|Stabilisants|Ingrédient|159.55|555|SUPPLIER_6|88550.25|9/30/2023|555|180|Oui|1665
M302|Sel iodé|Ingrédient|331.92|469|SUPPLIER_16|155670.48|9/21/2023|469|300|Oui|1407
M291|Fromage râpé|Ingrédient|350.84|384|SUPPLIER_83|134722.56|10/4/2023|384|200|Oui|1152
M342|Lait frais entier|Ingrédient|198.22|811|SUPPLIER_66|160756.42|9/10/2023|811|200|Oui|2433
M3r||Ingrédient|191w|528||101022.24||52n|||1584
|Extrait de vanille|Ingrédient|458i|||417662.7||91c||Oui|2730
||Ingréb|||||2023-h|976|250||2928
|Sirop de glucose|Produitg||77q||142711.26|9/21/2023||18u||773b
M480|Levure sèche|Ingrédient|426.2|925|SUPPLIER_65|394235|9/16/2023|925|200|Non|2775
M468|Extrait de vanille|Ingrédient|205.32|686|SUPPLIER_83|140849.52|10/15/2023|686|500|Oui|2058
M500|Colorant alimentaire|Ingrédient|244.61|708|SUPPLIER_39|173183.88|9/4/2023|708|150|Oui|2124
M095|Stabilisants|Ingrédient|192.56|174|SUPPLIER_42|33505.44|10/29/2023|174|400|Non|522
M365|Lait frais entier|Produit laitier|201.19|154|SUPPLIER_74|30983.26|10/19/2023|308|250|Oui|1540
M204|Lait frag|||645|||2023-b|||Nd|
M003|Levure sèche|Produit laitier|106.38|560|SUPPLIER_32|59572.8|9/18/2023|1120|180|Oui|5600
M040|Sel iodé|Produit laitier|313.03|368|SUPPLIER_48|115195.04|10/2/2023|736|400|Oui|3680
M114|Colorant alimentaire|Ingrédient|229.64|261|SUPPLIER_56|59936.04|10/28/2023|261|120|Non|783
M314|Sirop de glucose|Produit laitier|335.89|316|SUPPLIER_48|106141.24|10/29/2023|632|100|Non|3160
M230|Extrait de vanille|Ingrédient|468.58|629|SUPPLIER_67|294736.82|10/6/2023|629|100|Non|1887
M2u||||99c|SUPPLIER_14|116272.32||||Non|2976
M497||Produit laitier|269.24|834|SUPPLIER_20||2023-g||200||
M399|Arômes naturels|Ingrédient|198.7|104|SUPPLIER_34|20664.8|10/30/2023|104|100|Oui|312
M478|Poudre de lait écrémé|Produit laitier|201.06|940|SUPPLIER_68|188996.4|10/30/2023|1880|250|Oui|9400
M254|Stabilisants|Ingrédient|343.28|904|SUPPLIER_68|310325.12|10/18/2023|904|300|Oui|2712
M422|Fromage râpé|Ingrédient|466.77|281|SUPPLIER_41|131162.37|10/18/2023|281|120|Oui|843
M408|Fruits mélangés|Produit laitier|189.46|252|SUPPLIER_10|47743.92|10/25/2023|504|400|Non|2520
M328|Extrait de vanille|Produit laitier|223.19|471|SUPPLIER_55|105122.49|10/30/2023|942|500|Non|4710
M299|Levure sèche|Ingrédient|438.66|757|SUPPLIER_29|332065.62|9/22/2023|757|180|Oui|2271
|Beurre de cacao||182.41|835||152312.35|9/8/2023|83f|||2505
M194|Colorant alimentaire|Ingrédient|141.86|387|SUPPLIER_40|54899.82|9/4/2023|387|180|Non|1161
M357|Levure sèche|Produit laitier|318.41|655|SUPPLIER_32|208558.55|10/15/2023|1310|200|Oui|6550
M349|Fromage râpé|Produit laitier|264.79|241|SUPPLIER_2|63814.39|9/7/2023|482|250|Oui|2410
M006|Concentré de fraise|Ingrédient|192.01|336|SUPPLIER_40|64515.36|9/8/2023|336|180|Oui|1008
M104|Sirop de glucose|Ingrédient|309.6|693|SUPPLIER_34|214552.8|9/4/2023|693|250|Oui|2079
M249|Eau déminéralisée|Ingrédient|220.14|128|SUPPLIER_21|28177.92|10/19/2023|128|50|Oui|384
|Lait frais entier|||42c|SUPPLIER_52||9/3/2023|||Non|
M476|Crème pasteurisée|Produit laitier|274.03|186|SUPPLIER_83|50969.58|10/21/2023|372|100|Oui|1860
M383|Eau déminéralisée|Ingrédient|233.88|135|SUPPLIER_15|31573.8|10/23/2023|135|120|Oui|405
M441|Lait frais entier|Ingrédient|347.35|240|SUPPLIER_56|83364|10/31/2023|240|200|Non|720
M017|Poudre de lait écrémé|Ingrédient|324.61|132|SUPPLIER_17|42848.52|10/15/2023|132|100|Non|396
|Fromage râpé|||624|SUPPLIER_76||||||
M045|Beurre de cacao|Ingrédient|323.28|219|SUPPLIER_2|70798.32|9/30/2023|219|50|Oui|657
M434|Extrait de vanille|Produit laitier|194.14|163|SUPPLIER_37|31644.82|9/26/2023|326|50|Oui|1630
M020|Concentré de fraise|Produit laitier|358.41|775|SUPPLIER_37|277767.75|10/9/2023|1550|500|Non|7750
M066|Fromage râpé|Produit laitier|416.27|993|SUPPLIER_80|413356.11|9/26/2023|1986|100|Oui|9930
|Amidon d|Ingrédient|178o|||3423w||192|||
M339|Eau déminéralisée|Produit laitier|164.04|667|SUPPLIER_77|109414.68|10/1/2023|1334|100|Non|6670
M128|Colorant alimentaire|Ingrédient|475.22|111|SUPPLIER_7|52749.42|9/18/2023|111|200|Non|333
|Chocolat en poudre|Ingrédient|441.88|472||2085s|2023-r||50x||
M358|Sirop de glucose|Produit laitier|100.65|598|SUPPLIER_22|60188.7|10/29/2023|1196|100|Oui|5980
M455|Fruits mélangés|Produit laitier|128.71|912|SUPPLIER_34|117383.52|9/2/2023|1824|400|Oui|9120
M448|Fromage râpé|Produit laitier|303.06|172|SUPPLIER_57|52126.32|10/19/2023|344|250|Oui|1720
M167|Poudre de lait écrémé|Ingrédient|277.08|852|SUPPLIER_58|236072.16|9/24/2023|852|180|Oui|2556
M029|Levure sèche|Ingrédient|332.93|764|SUPPLIER_47|254358.52|10/20/2023|764|100|Oui|2292
M491|Levure sèche|Ingrédient|142.4|746|SUPPLIER_66|106230.4|10/1/2023|746|100|Oui|2238
M167|Sel iodé|Ingrédient|90.7|982|SUPPLIER_14|89067.4|9/6/2023|982|180|Non|2946
M442|Extrait de vanille|Ingrédient|219.33|180|SUPPLIER_62|39479.4|9/21/2023|180|180|Non|540
|||381.23||SUPPLIER_25|97976.11||||Nx|2570
M405|Ferments lactiques|Ingrédient|152.45|327|SUPPLIER_58|49851.15|10/7/2023|327|120|Oui|981
M1g||||805|SUPPLIER_82||2023-y|||Oa|805n
M486|Fruits mélangés|Produit laitier|209.83|992|SUPPLIER_56|208151.36|9/26/2023|1984|400|Oui|9920
M178|Chocolat en poudre|Produit laitier|300.35|330|SUPPLIER_56|99115.5|10/31/2023|660|250|Oui|3300
M500|Beurre de cacao|Ingrédient|141.58|153|SUPPLIER_80|21661.74|9/4/2023|153|300|Oui|459
M128|Levure sèche|Produit laitier|266.69|121|SUPPLIER_69|32269.49|10/5/2023|242|250|Non|1210
|||419.14|||177296.22||42v||Non|1269
M067|Gomme de guar|Ingrédient|371.55|988|SUPPLIER_25|367091.4|10/16/2023|988|50|Non|2964
M420|Sirop de glucose|Produit laitier|393.06|853|SUPPLIER_59|335280.18|9/10/2023|1706|300|Oui|8530
M096|Sel iodé|Ingrédient|408|245|SUPPLIER_7|99960|9/5/2023|245|120|Non|735
M1o|Extrait dk||310.81|239||7428a|10/10/2023|239||Oui|717
M153||Ingrég|436v||SUPPLIER_1|3592r||82w||Ox|
M244|Sel iodé|Produit laitier|136.19|203|SUPPLIER_67|27646.57|10/21/2023|406|200|Oui|2030
M171|||||SUPPLIER_53|3161z|9/28/2023||40v|Nd|903
|Extrait dp||36n||SUPPLIER_70|242153.5|||15v||
M268|Eau déminéralisée|Produit laitier|233.1|899|SUPPLIER_12|209556.9|10/2/2023|1798|400|Oui|8990
M266|Beurre de cacao|Ingrédient|226.98|646|SUPPLIER_24|146629.08|10/11/2023|646|120|Non|1938
|||70o|273|||||||
M026|Ferments lactiques|Produit laitier|211.99|262|SUPPLIER_78|55541.38|10/31/2023|524|120|Oui|2620
M472|Fromage râpé|Produit laitier|67.45|884|SUPPLIER_28|59625.8|10/3/2023|1768|120|Oui|8840
M070|Crème pasteurisée|Produit laitier|115.62|278|SUPPLIER_26|32142.36|10/10/2023|556|500|Oui|2780
|||80k||SUPPLIER_76||2023-l||||402a
M212|Concentré de fraise|Produit laitier|373.73|520|SUPPLIER_50|194339.6|9/19/2023|1040|300|Oui|5200
|||||SUPPLIER_19||2023-v|1390|12o||6950
|Levuref|Produitg|112q|||4371v|10/31/2023||200|Oui|
M020|Fruits mélangés|Produit laitier|357.03|339|SUPPLIER_6|121033.17|9/7/2023|678|150|Non|3390
M371|Sirop de glucose|Produit laitier|321.48|216|SUPPLIER_26|69439.68|9/17/2023|432|120|Oui|2160
|Arômes q|Ingrédient|||SUPPLIER_29|3109k||||Ng|
M421|Chocolat en poudre||209f|86t||1801f|2023-e|172v||Nc|
M083|Extrait de vanille|Ingrédient|484.55|395|SUPPLIER_44|191397.25|10/8/2023|395|100|Non|1185
M410|Stabilisants|Produit laitier|234.83|766|SUPPLIER_3|179879.78|10/28/2023|1532|200|Non|7660
M481|Poudre de lait écrémé|Ingrédient|481.42|288|SUPPLIER_61|138648.96|9/7/2023|288|100|Oui|864
M168|Beurre h|Produitk|361.46||SUPPLIER_17|1142f|2023-u|63f|180||3160
M246|Sel iodé|Ingrédient|131.04|574|SUPPLIER_72|75216.96|10/27/2023|574|180|Oui|1722
M454|Fruits mélangés|Produit laitier|327.17|568|SUPPLIER_22|185832.56|9/7/2023|1136|300|Oui|5680
M426|Lait frais entier|Ingrédient|354.18|298|SUPPLIER_26|105545.64|10/12/2023|298|200|Non|894
M288|Levure sèche|Produit laitier|396.88|738|SUPPLIER_37|292897.44|10/30/2023|1476|250|Oui|7380
M155|Fromage râpé|Ingrédient|314.69|501|SUPPLIER_83|157659.69|10/18/2023|501|500|Non|1503
M147|Extrait de vanille|Produit laitier|85.8|945|SUPPLIER_83|81081|9/21/2023|1890|50|Non|9450
M250|Colorant alimentaire|Produit laitier|433.8|695|SUPPLIER_38|301491|10/20/2023|1390|400|Oui|6950
||Produit laitier||59x|||||10q||5900
M311|Amidon modifié|Produit laitier|367.74|993|SUPPLIER_51|365165.82|9/5/2023|1986|300|Oui|9930
M317|Stabilisants|Ingrédient|200.71|278|SUPPLIER_25|55797.38|10/26/2023|278|400|Oui|834
M135|Sirop de glucose|Produit laitier|496.77|715|SUPPLIER_49|355190.55|10/7/2023|1430|150|Oui|7150
||Ingrédient|116.22|||67756.26|||10f||
M016|Levure sèche|Produit laitier|351.65|662|SUPPLIER_59|232792.3|9/15/2023|1324|120|Non|6620
M286|Sel iodé|Produit laitier|474.66|135|SUPPLIER_58|64079.1|9/20/2023|270|50|Non|1350
M077|Extrait de vanille|Ingrédient|258.86|845|SUPPLIER_50|218736.7|9/12/2023|845|180|Non|2535
M228|Poudre de lait écrémé|Ingrédient|190.16|875|SUPPLIER_15|166390|9/23/2023|875|400|Oui|2625
M381|||223.17||||2023-c||10z||4260
M0a|Arômes z|Ingrédient||||1069c|2023-u|479|||
M375|Eau déminéralisée|Produit laitier|293.22|808|SUPPLIER_61|236921.76|10/15/2023|1616|180|Oui|8080
M470|Eau déminéralisée|Produit laitier|498.97|462|SUPPLIER_8|230524.14|9/26/2023|924|120|Oui|4620
M154|Amidon modifié|Ingrédient|421.49|979|SUPPLIER_33|412638.71|9/23/2023|979|250|Oui|2937
M283|Ferments lactiques|Ingrédient|151.38|478|SUPPLIER_28|72359.64|9/5/2023|478|50|Non|1434
|Colorant ai||111.72|17o||19774.44||17b|40o|Non|
M022|Poudre de lait écrémé|Ingrédient|280.76|325|SUPPLIER_49|91247|9/29/2023|325|400|Oui|975
M334|Sucre blanc|Ingrédient|443.06|618|SUPPLIER_82|273811.08|10/1/2023|618|250|Oui|1854
M011|Concentré de fraise|Produit laitier|342.01|795|SUPPLIER_82|271897.95|10/7/2023|1590|180|Non|7950
M264|Poudre de lait écrémé|Produit laitier|285.56|481|SUPPLIER_80|137354.36|10/5/2023|962|120|Non|4810
M267|Extrait de vanille|Produit laitier|363.17|707|SUPPLIER_64|256761.19|9/24/2023|1414|150|Oui|7070
M058|Levure sèche|Ingrédient|228.18|171|SUPPLIER_39|39018.78|10/2/2023|171|300|Non|513
M488|Ferments lactiques|Produit laitier|419.29|612|SUPPLIER_37|256605.48|9/28/2023|1224|120|Oui|6120
||||531|SUPPLIER_66|112433.94|2023-c||||159i
M327||Produit laitier|||SUPPLIER_31|59408.58|2023-m|1694||Ni|8470
M191|Arômes naturels|Ingrédient|454.91|487|SUPPLIER_77|221541.17|10/22/2023|487|100|Non|1461
M058|Extrait de vanille|Produit laitier|294.74|695|SUPPLIER_6|204844.3|9/23/2023|1390|250|Oui|6950
M365|Fromage râpé|Ingrédient|196.46|744|SUPPLIER_77|146166.24|10/9/2023|744|500|Non|2232
M1k|Beurre g|Produit laitier||||||119i||Non|
M019|Levure sèche|Produit laitier|79.34|198|SUPPLIER_69|15709.32|10/4/2023|396|200|Non|1980
M375|Eau déminéralisée|Produit laitier|424.97|731|SUPPLIER_2|310653.07|9/16/2023|1462|100|Non|7310
M167|Beurre de cacao|Produit laitier|367.12|676|SUPPLIER_3|248173.12|10/15/2023|1352|120|Non|6760
M263|Arômes naturels|Ingrédient|475.08|738|SUPPLIER_16|350609.04|9/3/2023|738|120|Oui|2214
|Extrait dl|Produitw|195.08|||1734s||177w||Oy|889y
M115|Gomme de guar|Ingrédient|497.44|332|SUPPLIER_48|165150.08|9/14/2023|332|120|Oui|996
M482|Arômes naturels|Produit laitier|260.15|612|SUPPLIER_81|159211.8|9/26/2023|1224|250|Oui|6120
|Stabilisants||221f|96v|SUPPLIER_19||2023-s|193z|10p||
M066|Stabilisants|Ingrédient|215.31|443|SUPPLIER_38|95382.33|10/25/2023|443|50|Non|1329
M015|Sirop de glucose|Produit laitier|199.65|217|SUPPLIER_74|43324.05|9/8/2023|434|250|Oui|2170
|Lait frag|Produit laitier|415.2|||||778|500||389t
M271|Beurre de cacao|Produit laitier|384.15|611|SUPPLIER_83|234715.65|9/22/2023|1222|150|Oui|6110
M456|Beurre de cacao|Ingrédient|339.66|804|SUPPLIER_62|273086.64|10/1/2023|804|150|Oui|2412
M372|Extrait de vanille|Ingrédient|483.83|987|SUPPLIER_60|477540.21|10/10/2023|987|180|Non|2961
|Beurre h|||72z|||||50b||2172
|||379y|687|||10/28/2023|68s|||2061
M407|Sirop de glucose|Produit laitier|101.51|833|SUPPLIER_81|84557.83|9/3/2023|1666|200|Non|8330
M156|Extrait de vanille|Produit laitier|223.17|898|SUPPLIER_83|200406.66|10/31/2023|1796|180|Oui|8980
M4t|||||SUPPLIER_57|1176p||16w|120|Oui|
M456|Chocolat en poudre|Ingrédient|304.51|374|SUPPLIER_22|113886.74|9/28/2023|374|100|Oui|1122
M046|Ferments lactiques|Ingrédient|307.32|894|SUPPLIER_10|274744.08|10/19/2023|894|50|Non|2682
M315|Sel iodé|Ingrédient|296.04|635|SUPPLIER_83|187985.4|10/29/2023|635|300|Non|1905
M420|Beurre de cacao|Ingrédient|434.02|827|SUPPLIER_6|358934.54|9/22/2023|827|50|Oui|2481
M317|Extrait de vanille|Produit laitier|130.07|336|SUPPLIER_17|43703.52|10/22/2023|672|100|Non|3360
M267|Stabilisants|Ingrédient|449.97|250|SUPPLIER_29|112492.5|9/20/2023|250|500|Non|750
M232|Sel iodé|Produit laitier|214.2|952|SUPPLIER_35|203918.4|9/19/2023|1904|200|Oui|9520
M303|Fromage râpé|Ingrédient|57.98|203|SUPPLIER_42|11769.94|9/23/2023|203|300|Oui|609
M431|Crème pasteurisée|Produit laitier|190.89|613|SUPPLIER_41|117015.57|10/6/2023|1226|50|Non|6130
M290|Crème pasteurisée|Produit laitier|145.17|849|SUPPLIER_73|123249.33|9/2/2023|1698|300|Non|8490
M273|Extrait de vanille|Ingrédient|175.6|400|SUPPLIER_70|70240|9/15/2023|400|250|Non|1200
M206|Fruits mélangés|Ingrédient|459.16|317|SUPPLIER_2|145553.72|10/15/2023|317|300|Non|951
M086|Eau déminéralisée|Ingrédient|487.31|336|SUPPLIER_5|163736.16|9/21/2023|336|180|Non|1008
M098|||||SUPPLIER_61||2023-p||180|Oa|879x
M091|Sirop de glucose|Ingrédient|87.09|418|SUPPLIER_55|36403.62|10/26/2023|418|100|Non|1254
M319|Fromage râpé|Produit laitier|450.06|803|SUPPLIER_11|361398.18|10/27/2023|1606|120|Non|8030
M075|Beurre de cacao|Produit laitier|174.6|280|SUPPLIER_1|48888|9/10/2023|560|100|Non|2800
M016|Beurre de cacao|Produit laitier|286.28|236|SUPPLIER_35|67562.08|10/13/2023|472|100|Oui|2360
M447|Fruits mélangés|Produit laitier|209.64|269|SUPPLIER_74|56393.16|9/26/2023|538|120|Oui|2690
M005|Colorant alimentaire|||||6726e||39o|30x||
M237|Concentré de fraise|Produit laitier|206.15|972|SUPPLIER_79|200377.8|10/24/2023|1944|200|Oui|9720
|Lait fraq|Produit laitier||36d||29722.86|2023-f||||
M233|Levure sèche|Produit laitier|381.57|308|SUPPLIER_60|117523.56|9/2/2023|616|100|Non|3080
M471|Ferments lactiques|Ingrédient|455.53|956|SUPPLIER_26|435486.68|10/22/2023|956|200|Non|2868
M235|Sirop de glucose||||SUPPLIER_19||2023-g||12g||
M327|Poudre de lait écrémé|Produit laitier|279.03|385|SUPPLIER_80|107426.55|10/11/2023|770|120|Non|3850
M2l|Amidon p|Produitn|274.61|||37072.35||270|||
|Lait frais entier|Ingrédient||47c|SUPPLIER_59|217422|||||
|Stabilg||||SUPPLIER_76|124482.78||69d|10f||
M372|Eau déminéralisée|Ingrédient|131.76|261|SUPPLIER_16|34389.36|10/21/2023|261|500|Non|783
||||61f||8697n||1222|500|Od|611d
|Arômes naturels|Produith|66f||||||200||
M345|Beurre de cacao|Ingrédient|228.68|463|SUPPLIER_13|105878.84|9/16/2023|463|50|Oui|1389
M032|Gomme de guar|Ingrédient|249|214|SUPPLIER_19|53286|10/29/2023|214|200|Non|642
M0q||Produit laitier||||116140.26|2023-t||||
